income,credit_score,employment_years,loan_amount,loan_term,age,existing_debts,num_dependents,education,own_property,debt_to_income,loan_to_income,approved,avg_response_time,num_edits,inconsistency_score,session_duration,num_page_switches,behavior_score,fraud_score,is_fraud
51599.06,607,1.43,21928.19,84,36,8693.61,1,2,0,2.1238,0.425,0,10.729,1,0.1308,40.11,1,0.0631,19.48,0
63225.15,684,2.55,56381.99,36,21,11358.11,3,2,0,2.3698,0.8918,0,27.962,2,0.1837,37.38,0,0.0972,7.98,0
37429.43,688,8.54,22794.97,84,41,27862.75,0,2,1,9.0791,0.609,0,12.174,1,0.1031,29.73,0,0.0499,12.88,0
29388.93,556,0.03,107192.05,48,39,15670.05,0,2,0,7.2737,3.6474,0,13.544,2,0.0548,60.46,2,0.068,33.92,0
54203.51,553,0.94,68084.28,36,32,11378.08,4,1,1,2.8204,1.2561,0,10.611,1,0.2535,17.48,0,0.0862,14.55,0
27826.0,621,4.43,57079.47,48,39,15630.72,0,2,1,7.2331,2.0513,0,3.389,1,0.1992,38.44,0,0.0666,5.01,0
88710.4,739,6.43,20515.48,48,34,11554.37,2,3,1,1.6185,0.2313,0,53.53,0,0.3845,54.22,0,0.1407,28.01,0
46028.35,475,0.07,113474.01,12,36,2474.45,0,0,1,1.2368,2.4653,0,12.722,2,0.1063,63.04,0,0.0652,5.02,0
40971.24,607,10.58,123585.04,24,41,20128.21,0,2,1,6.6193,3.0164,0,24.713,3,0.1559,39.56,0,0.1016,31.83,0
63208.66,757,0.86,25673.95,12,34,4120.64,1,1,1,0.8798,0.4062,1,16.886,2,0.0775,36.62,0,0.0614,9.53,0
47004.54,529,10.73,36500.49,60,28,7534.96,1,3,1,2.11,0.7765,0,4.57,2,0.3042,19.82,0,0.1079,12.27,0
19694.04,752,5.84,60019.66,36,45,4197.55,2,3,1,3.2891,3.0476,0,8.053,0,0.5091,17.29,1,0.1415,42.24,0
27342.94,538,3.36,9118.71,12,25,6484.13,0,0,1,2.9257,0.3335,0,21.637,1,0.0961,15.39,0,0.0561,7.1,0
87705.49,557,0.2,69204.12,60,48,0.0,1,3,1,0.1894,0.7891,1,3.3,1,0.1223,42.8,0,0.0473,0.0,0
51335.43,626,5.69,63920.03,48,33,25718.58,4,0,0,6.3107,1.2451,0,300.0,1,0.1653,13.74,1,0.3128,43.63,0
19440.96,808,2.23,22787.25,60,46,0.0,0,2,0,0.2813,1.1721,1,3.6,0,0.1102,19.8,0,0.0305,0.19,0
59495.84,582,1.32,7902.98,120,52,28108.85,0,1,1,5.7013,0.1328,0,32.032,2,0.2137,43.09,2,0.1231,34.04,0
36040.83,484,22.05,40805.35,120,36,2077.36,1,2,1,0.9634,1.1322,0,3.047,1,0.2126,69.3,3,0.0922,18.19,0
30303.7,513,5.94,15726.77,48,46,2846.12,4,2,1,1.2516,0.519,0,10.041,1,0.1444,50.8,0,0.0585,9.69,0
26116.43,723,1.86,11703.78,12,43,3943.78,3,1,1,1.9196,0.4481,0,4.643,0,0.2923,29.48,0,0.0769,8.21,0
84962.16,518,1.02,41812.92,12,39,15526.1,0,3,1,2.311,0.4921,0,4.877,5,0.4818,41.2,1,0.202,10.58,0
16630.2,746,2.09,77394.55,12,43,3673.52,0,2,1,3.7677,4.6539,0,35.139,1,0.1513,46.31,1,0.0886,29.5,0
30926.15,646,5.4,28501.0,12,33,0.0,1,1,1,0.2212,0.9216,0,12.533,1,0.4541,59.97,1,0.1455,13.15,0
52368.98,637,4.68,70993.28,60,55,0.0,4,2,1,0.3254,1.3556,0,13.041,2,0.2649,219.1,0,0.1051,7.46,0
116786.14,666,3.72,50599.02,120,37,7239.16,2,2,1,0.8478,0.4333,1,42.372,0,0.1496,21.23,1,0.0802,19.51,0
66477.71,567,1.79,13459.31,84,28,28696.67,2,1,1,5.2287,0.2025,0,20.388,3,0.1111,54.48,1,0.0943,20.41,0
30782.03,652,0.26,22921.27,60,32,19476.87,1,1,1,7.7715,0.7446,0,5.344,4,0.3108,64.76,0,0.1382,26.18,0
113680.19,532,5.41,66272.1,36,46,0.0,1,2,0,0.1399,0.583,1,7.044,3,0.1841,32.97,2,0.1089,14.39,0
23264.46,761,12.07,22800.3,60,26,23615.7,0,3,0,12.4164,0.98,0,31.635,3,0.4744,61.93,1,0.1945,32.99,0
56722.99,547,10.89,55961.51,48,57,6445.64,1,2,1,1.6004,0.9866,0,12.142,1,0.5067,99.1,1,0.1583,0.74,0
64105.25,679,7.43,25169.87,36,51,3036.42,1,2,0,0.6626,0.3926,1,14.886,1,0.0278,52.62,1,0.0408,18.82,0
30193.64,546,5.02,52512.99,12,23,12584.29,0,1,1,5.4188,1.7392,0,12.529,1,0.2199,18.85,2,0.0944,33.4,0
71946.36,592,10.99,43430.53,48,45,0.0,0,2,1,0.1449,0.6037,1,4.467,2,0.1895,21.33,0,0.0791,4.14,0
36951.46,606,2.75,27962.23,36,26,13509.11,2,2,0,4.5687,0.7567,0,13.417,3,0.0139,35.84,1,0.0642,19.6,0
71849.46,850,0.13,51559.19,48,27,17447.85,1,1,1,3.0863,0.7176,0,1.619,1,0.3398,36.09,0,0.1003,35.64,0
17822.6,638,5.3,8071.4,48,31,4085.57,2,0,0,2.8595,0.4529,0,5.928,3,0.1657,22.57,1,0.0959,20.27,0
58937.74,566,1.24,16225.09,84,28,4901.81,0,2,1,1.0641,0.2753,0,6.081,2,0.3841,18.78,1,0.1366,0.2,0
39079.03,599,1.45,24309.97,120,44,0.0,0,1,0,0.1493,0.6221,0,16.126,0,0.0691,29.04,0,0.0307,3.9,0
92257.34,504,9.23,70421.69,48,39,0.0,0,1,1,0.1832,0.7633,0,16.449,2,0.1399,35.4,1,0.0842,11.48,0
47849.24,625,2.41,12835.72,36,41,4156.07,2,3,1,1.1067,0.2683,0,27.059,1,0.1589,19.6,1,0.0838,7.71,0
97448.2,806,5.4,32127.0,36,37,38522.19,0,1,1,4.8228,0.3297,0,2.264,0,0.431,11.95,1,0.1171,19.09,0
64808.17,670,21.83,40389.74,120,31,2002.22,2,3,0,0.5203,0.6232,0,20.961,4,0.1832,17.97,1,0.1268,11.32,0
45700.77,721,17.37,38595.95,48,31,32082.09,1,3,0,8.6267,0.8445,0,12.778,3,0.2296,54.61,1,0.1176,34.27,0
75600.5,558,8.25,30819.97,120,49,0.0,3,2,0,0.0978,0.4077,0,8.259,1,0.2329,63.27,0,0.0791,0.0,0
75866.63,621,9.98,21952.15,60,33,12762.47,1,1,1,2.0881,0.2894,0,13.105,3,0.0742,25.78,1,0.079,14.47,0
63547.98,658,8.97,27991.72,60,52,0.0,2,1,1,0.1057,0.4405,1,4.204,1,0.1052,58.05,1,0.0513,6.55,0
13894.3,574,3.78,61919.93,12,30,1132.09,1,1,0,2.0473,4.4565,0,86.317,2,0.2456,32.59,0,0.1613,16.95,0
28555.13,676,8.46,21006.82,84,37,6369.44,2,0,1,2.8533,0.7357,0,10.669,0,0.3922,18.62,0,0.1069,6.22,0
104951.98,695,5.94,8074.19,48,40,0.0,0,1,0,0.0185,0.0769,1,12.841,1,0.1537,20.74,0,0.0631,0.0,0
24568.73,688,11.95,44489.7,12,50,22702.95,1,1,1,11.5233,1.8108,0,4.67,0,0.4242,101.62,1,0.1174,25.69,0
79646.52,626,2.14,86881.17,36,47,0.0,2,1,1,0.2618,1.0908,0,21.973,1,0.2502,60.55,0,0.0949,17.08,0
72297.8,738,15.14,16592.55,48,40,27216.83,4,2,0,4.5725,0.2295,0,3.194,2,0.1176,57.21,0,0.0601,20.85,0
32887.11,616,9.23,79577.61,120,37,38112.02,1,2,1,14.4872,2.4197,0,39.168,3,0.1181,21.69,1,0.1117,31.51,0
16360.46,608,1.11,46093.8,60,27,13349.15,1,1,0,10.4675,2.8174,0,10.056,4,0.0503,42.3,0,0.077,25.07,0
35849.97,769,10.78,15496.39,36,34,0.0,0,0,1,0.1037,0.4323,1,9.45,0,0.1404,34.45,2,0.058,0.0,0
153723.11,540,28.33,20797.24,120,61,3401.53,0,3,0,0.298,0.1353,1,9.121,1,0.1918,40.43,0,0.0695,11.01,0
30491.32,486,3.0,20213.41,60,26,14035.02,1,2,1,5.6826,0.6629,0,18.52,1,0.3031,12.69,2,0.1202,20.68,0
31671.06,561,2.77,36675.7,120,30,6263.89,0,0,1,2.6513,1.158,0,10.56,4,0.1098,36.77,1,0.0997,0.0,0
28320.17,674,8.36,29207.08,48,21,26884.11,2,1,1,11.639,1.0313,0,18.555,1,0.4897,10.0,1,0.1594,33.7,0
95619.44,755,11.72,67414.76,84,28,2372.47,0,2,1,0.4669,0.705,1,4.022,1,0.137,50.41,0,0.0516,3.32,0
42890.1,580,7.54,57073.31,84,23,0.0,0,3,1,0.3194,1.3307,1,10.369,0,0.0865,13.22,1,0.0378,3.74,0
34743.63,803,0.61,12034.85,84,23,18184.39,0,3,0,6.3638,0.3464,0,10.152,2,0.0632,38.86,0,0.0523,29.25,0
106660.98,642,0.44,13064.79,120,40,0.0,3,2,1,0.0294,0.1225,1,61.935,1,0.0325,92.01,0,0.0737,0.0,0
67421.67,629,6.28,48985.54,48,45,15294.63,0,0,0,2.8966,0.7266,0,20.024,2,0.2802,20.89,0,0.1147,5.99,0
29566.3,563,3.86,23505.0,12,40,24541.71,2,1,0,10.1515,0.795,0,16.182,3,0.1893,29.02,0,0.1028,31.95,0
25009.95,815,8.98,29328.96,36,25,9698.39,1,1,0,4.9348,1.1727,0,11.855,0,0.1626,10.0,2,0.0655,38.23,0
92687.92,626,3.4,46876.09,12,21,0.0,2,1,1,0.1214,0.5057,0,39.032,1,0.2794,35.57,0,0.1164,17.33,0
49475.53,520,5.86,57411.93,24,21,10305.24,1,3,1,2.778,1.1604,0,20.194,2,0.1993,28.33,1,0.1022,0.0,0
20910.67,850,12.18,14739.7,60,23,13022.65,1,3,1,7.6425,0.7049,0,16.537,3,0.2316,78.84,0,0.1137,22.15,0
18384.93,675,1.57,7753.92,12,25,10084.83,4,1,0,6.6837,0.4218,0,20.926,3,0.2804,55.74,0,0.1295,27.61,0
26533.91,711,5.66,30529.68,60,31,6773.67,1,1,0,3.3395,1.1506,0,42.439,1,0.1884,40.94,1,0.104,31.47,0
24792.18,791,6.35,18851.6,60,39,12209.4,0,2,0,6.0921,0.7604,0,7.084,2,0.1012,39.52,2,0.0742,18.42,0
15909.28,695,2.79,34305.56,48,32,0.0,0,1,1,0.5175,2.1563,0,6.305,3,0.0333,18.52,2,0.0706,0.0,0
26776.27,727,0.31,31020.47,60,54,12517.05,2,3,1,5.8877,1.1585,0,21.798,2,0.3037,18.24,1,0.1296,31.75,0
29569.71,644,11.89,17430.61,48,62,1265.71,0,2,1,0.6551,0.5895,0,56.51,1,0.0598,40.52,0,0.076,1.78,0
38006.99,706,2.26,127575.19,60,35,4066.42,3,3,1,2.0895,3.3566,0,12.26,0,0.0307,13.59,0,0.0179,0.78,0
124380.48,636,0.61,33224.77,84,21,0.0,2,0,1,0.0641,0.2671,1,2.028,1,0.3148,31.71,1,0.1019,5.62,0
42329.36,638,1.6,22630.62,60,31,2391.82,2,1,1,0.8064,0.5346,0,11.102,1,0.3002,57.68,1,0.1058,14.17,0
44704.7,650,0.1,35099.14,60,34,0.0,2,2,0,0.1884,0.7851,1,7.941,2,0.276,29.71,0,0.1036,0.18,0
64866.75,604,15.64,46370.61,84,44,15488.94,2,3,0,3.0369,0.7149,0,8.625,1,0.2675,22.59,0,0.0881,29.31,0
43022.35,685,7.26,21782.23,36,22,11102.59,4,1,1,3.2183,0.5063,0,9.373,1,0.3545,102.88,1,0.1179,35.36,0
61088.82,685,0.16,148474.2,120,21,19466.55,2,1,0,4.4072,2.4305,0,17.827,1,0.1364,42.8,0,0.0629,34.98,0
57201.66,713,13.9,12213.79,36,39,0.0,1,2,1,0.0512,0.2135,1,9.914,1,0.1377,11.55,1,0.0642,9.86,0
52439.94,697,6.45,12778.4,12,30,0.0,2,1,1,0.0585,0.2437,1,31.588,0,0.1146,67.54,1,0.0625,11.1,0
224483.24,820,0.01,11619.42,120,30,8778.78,1,0,0,0.4817,0.0518,1,19.177,2,0.1577,18.51,2,0.0984,9.48,0
80912.14,734,7.04,32942.84,84,27,26643.69,0,1,1,4.0492,0.4071,0,18.918,4,0.1777,36.75,1,0.1237,21.99,0
27039.47,621,0.51,44686.23,36,32,5217.14,1,2,1,2.712,1.6526,0,6.836,0,0.175,24.66,0,0.0494,0.0,0
60091.41,680,10.44,26508.01,24,39,0.0,2,2,0,0.1059,0.4411,1,9.178,3,0.204,49.43,1,0.1081,3.97,0
31714.99,767,3.3,44599.77,24,21,17959.05,1,1,0,7.1327,1.4063,0,18.914,0,0.1752,45.18,0,0.0596,18.87,0
62657.45,554,5.42,44212.47,60,37,14711.35,1,1,1,2.9868,0.7056,0,28.099,2,0.2537,44.62,1,0.1224,4.27,0
23009.14,821,9.15,25990.95,120,44,8311.41,2,3,1,4.6058,1.1296,0,5.878,1,0.2871,20.97,0,0.0907,37.49,0
26654.71,570,5.44,43382.49,36,41,4738.17,0,2,1,2.5238,1.6276,0,6.334,6,0.1265,27.75,2,0.1359,25.13,0
59227.97,721,4.33,28920.62,60,60,8430.6,4,2,1,1.8253,0.4883,0,10.549,1,0.1541,32.84,1,0.0688,9.64,0
84856.6,640,10.01,25188.29,36,32,2314.17,2,2,1,0.3985,0.2968,1,1.151,1,0.1358,18.24,0,0.0489,6.09,0
64631.32,635,6.32,23765.0,48,35,20347.83,0,3,1,3.8662,0.3677,0,7.164,1,0.0835,17.7,1,0.0484,35.37,0
78414.53,522,6.95,38233.95,60,51,5597.63,1,1,1,0.9736,0.4876,0,2.509,1,0.1529,19.48,0,0.0543,11.0,0
60210.39,721,5.04,72516.13,84,37,0.0,0,1,0,0.2891,1.2044,0,21.453,1,0.5799,20.85,1,0.1844,9.0,0
53899.3,524,3.49,15013.87,84,53,1779.35,0,2,0,0.463,0.2786,0,14.287,3,0.4324,23.46,1,0.1695,0.0,0
37159.28,510,5.78,24047.96,24,45,3435.92,0,1,0,1.2649,0.6472,0,13.013,1,0.345,21.02,0,0.1111,0.0,0
76661.2,744,3.71,36524.31,12,38,77824.06,0,1,0,12.2964,0.4764,0,11.761,3,0.0398,11.98,0,0.0618,18.99,0
86136.07,801,14.29,102945.9,48,36,4847.11,1,2,0,0.9621,1.1952,0,9.315,1,0.1907,47.96,1,0.0769,5.13,0
47348.31,579,0.08,43503.63,36,34,0.0,0,0,1,0.2205,0.9188,0,10.358,2,0.1324,35.74,2,0.0847,15.36,0
45967.54,730,6.3,19375.06,24,36,2780.51,2,2,1,0.827,0.4215,1,29.4,4,0.3549,29.36,2,0.1842,11.17,0
117626.92,711,1.28,18024.13,24,27,2629.03,0,1,1,0.305,0.1532,1,2.623,3,0.1155,44.32,0,0.0731,10.6,0
48473.28,631,0.15,62337.09,120,44,8037.05,0,3,1,2.2983,1.286,0,21.008,0,0.3048,17.71,0,0.0937,23.99,0
51104.47,760,2.47,26799.52,12,58,8625.63,2,2,0,2.1513,0.5244,0,11.475,2,0.216,17.74,1,0.0991,16.87,0
63979.9,625,1.35,14763.43,12,21,4893.63,2,2,1,0.9732,0.2308,0,21.121,1,0.1787,57.81,0,0.0763,0.97,0
46453.48,686,2.6,63511.22,36,49,8125.55,1,2,1,2.4271,1.3672,0,4.052,4,0.4563,26.26,2,0.1885,12.55,0
31219.96,527,1.82,40147.68,24,39,4222.18,3,3,0,1.9315,1.286,0,13.88,3,0.176,18.78,1,0.1051,10.56,0
60347.88,531,7.86,15120.46,12,48,22893.99,1,1,1,4.6125,0.2506,0,48.271,3,0.1415,34.84,1,0.1251,40.81,0
47986.97,745,7.55,13749.9,24,30,45088.7,1,3,1,11.344,0.2865,0,6.834,2,0.1202,26.03,1,0.0712,19.75,0
135027.99,689,0.48,8030.76,36,35,19843.04,2,2,0,1.7777,0.0595,0,13.431,2,0.2642,10.0,1,0.1127,8.9,0
75632.9,627,6.75,21926.58,48,50,2554.7,0,1,0,0.4749,0.2899,1,5.064,0,0.2295,81.1,0,0.0616,7.14,0
35329.89,811,13.6,40053.71,48,36,11917.47,0,2,1,4.3199,1.1337,0,26.481,0,0.1106,16.33,0,0.0497,19.31,0
73202.37,810,2.46,61350.58,12,46,4973.54,2,2,0,1.0165,0.8381,0,21.318,0,0.1564,27.92,0,0.0569,0.63,0
58065.46,679,0.72,43313.21,120,30,0.0,1,2,1,0.179,0.7459,1,4.631,1,0.153,45.78,1,0.0636,1.64,0
100728.54,508,6.58,14070.87,48,34,14895.4,0,2,1,1.808,0.1397,0,10.743,0,0.0757,10.0,0,0.0279,7.08,0
36737.39,629,1.55,27325.92,36,42,8927.5,2,1,0,3.0946,0.7438,0,5.178,1,0.2055,54.63,2,0.0847,27.32,0
54381.1,565,1.38,83207.6,84,41,8975.69,2,3,1,2.3478,1.5301,0,41.957,1,0.226,29.08,1,0.113,18.83,0
46420.59,648,4.45,23555.89,120,46,8470.04,3,2,0,2.3113,0.5074,0,22.791,1,0.2048,20.08,1,0.0917,20.66,0
50623.12,555,7.6,54163.67,12,33,3788.3,1,2,0,1.1548,1.0699,0,47.512,0,0.2021,17.68,1,0.0976,22.28,0
30125.9,532,3.73,49984.88,48,36,3426.57,2,3,1,1.7631,1.6592,0,4.97,2,0.2464,24.07,0,0.0937,2.55,0
67288.96,436,8.07,53845.87,120,47,0.0,3,2,1,0.1921,0.8002,0,3.034,0,0.04,38.9,0,0.0125,7.21,0
61690.2,655,3.85,43489.58,24,52,6885.13,1,1,1,1.5085,0.705,0,3.322,1,0.1154,41.85,0,0.0456,0.0,0
99396.58,433,0.5,53738.08,84,27,0.0,2,3,0,0.1298,0.5406,0,9.263,4,0.2982,54.03,1,0.1458,35.2,0
48751.23,611,4.6,12543.91,60,50,17246.32,0,1,1,4.3069,0.2573,0,7.928,4,0.0948,23.63,4,0.1163,41.41,0
39084.77,702,2.07,87988.8,12,28,6980.07,0,1,0,2.6834,2.2512,0,29.652,2,0.0337,24.98,0,0.0611,10.78,0
75668.1,575,11.87,10155.03,120,39,9420.43,2,2,1,1.5262,0.1342,0,7.747,2,0.2452,36.9,0,0.0957,11.39,0
31671.98,542,8.24,40242.31,12,40,17711.73,1,2,0,7.0156,1.2706,0,2.998,3,0.2416,15.17,0,0.1049,31.75,0
89031.14,633,9.31,31840.85,60,31,6549.77,0,1,0,0.9686,0.3576,0,15.633,1,0.1282,37.33,0,0.0591,0.0,0
88926.29,565,1.87,21880.23,60,35,0.0,4,1,0,0.0591,0.246,0,5.322,0,0.1342,68.24,2,0.053,9.0,0
97880.58,656,7.82,17433.45,84,21,0.0,0,2,0,0.0427,0.1781,1,4.484,1,0.1323,32.68,0,0.0508,0.0,0
60303.33,547,4.41,46973.42,36,44,6177.64,3,3,1,1.4163,0.779,0,15.494,3,0.2893,51.51,0,0.1272,7.23,0
37512.41,630,4.57,55318.89,12,33,2753.14,2,3,0,1.2346,1.4747,0,15.541,2,0.1663,51.72,0,0.0825,0.0,0
52054.85,608,24.23,30730.21,48,36,3626.92,0,2,1,0.9778,0.5903,0,9.102,1,0.1301,49.66,1,0.0616,3.79,0
60417.73,638,2.69,27227.64,84,30,19612.2,3,1,1,4.0035,0.4507,0,4.42,3,0.1259,49.69,1,0.0847,16.17,0
36023.33,787,0.66,75578.57,48,45,0.0,0,2,0,0.5035,2.098,0,21.587,3,0.0946,59.19,1,0.0911,5.7,0
102049.57,657,11.09,24981.47,12,39,0.0,2,1,1,0.0588,0.2448,1,4.666,3,0.0903,28.85,0,0.0685,0.0,0
67443.55,685,17.98,31970.91,60,24,4559.04,1,1,1,0.9249,0.474,0,5.382,0,0.3726,24.35,0,0.0976,3.17,0
30009.74,583,3.21,28786.32,36,35,1801.56,0,1,1,0.9506,0.9592,0,5.619,4,0.3344,14.78,0,0.1443,0.1,0
138078.9,660,1.2,163736.83,84,25,5114.35,1,1,0,0.7291,1.1858,0,9.934,2,0.0686,14.08,0,0.0534,8.51,0
51718.15,615,3.7,19034.62,120,37,0.0,0,0,1,0.0883,0.368,1,6.614,0,0.2314,137.01,0,0.0634,9.19,0
26855.97,642,0.4,56411.56,84,44,1899.92,3,1,1,1.3531,2.1005,0,11.395,1,0.2959,18.87,0,0.0975,11.33,0
31050.19,698,2.39,10888.06,120,39,8817.34,2,1,0,3.4918,0.3507,0,4.662,0,0.3453,14.75,1,0.0977,26.11,0
111110.56,594,10.81,17629.84,60,41,2141.41,1,3,1,0.2694,0.1587,1,36.668,3,0.5178,21.6,1,0.2095,32.72,0
133751.88,604,4.91,26876.65,84,48,2235.7,2,3,0,0.2488,0.2009,1,19.781,6,0.2097,71.7,1,0.1604,13.07,0
85409.86,596,1.67,30178.25,12,27,8484.32,3,1,0,1.2768,0.3533,0,7.609,2,0.3252,21.49,0,0.1156,6.7,0
101277.52,594,10.99,27491.32,24,32,0.0,2,2,1,0.0651,0.2714,1,13.533,1,0.1535,42.55,1,0.0712,0.88,0
95715.78,655,0.41,30803.53,12,21,12368.89,4,2,1,1.6279,0.3218,0,10.796,2,0.1259,37.69,0,0.0685,0.0,0
66589.61,607,0.58,20996.94,84,32,9854.6,0,2,0,1.8516,0.3153,0,2.068,3,0.3,71.67,2,0.1337,2.3,0
58745.69,774,2.0,75881.0,60,30,7716.24,4,2,0,1.8862,1.2917,0,24.544,0,0.2083,23.07,0,0.0725,7.65,0
65967.98,850,5.13,17149.52,120,44,13150.24,2,1,1,2.4545,0.26,0,61.858,2,0.379,10.0,0,0.1743,20.0,0
73482.94,588,13.54,53310.89,60,42,17516.08,1,2,1,3.0345,0.7255,0,16.779,2,0.2278,21.01,2,0.1139,30.16,0
32601.75,666,0.15,51044.54,120,53,8544.3,2,2,1,3.5207,1.5657,0,2.608,1,0.0577,46.11,1,0.0381,28.35,0
73319.16,733,5.63,17745.82,84,31,12459.99,2,2,0,2.0974,0.242,0,7.815,3,0.131,38.55,0,0.0813,10.3,0
109342.37,616,1.26,25885.9,60,41,0.0,1,3,1,0.0568,0.2367,1,5.926,3,0.404,51.27,0,0.1479,7.08,0
43760.86,550,0.18,32806.58,48,45,0.0,1,3,1,0.1799,0.7497,1,15.834,0,0.1327,65.77,1,0.0539,5.33,0
41262.68,796,0.34,97637.86,12,62,27473.1,0,1,0,8.5576,2.3663,0,36.274,2,0.1063,24.36,1,0.0923,26.58,0
63710.23,701,9.78,25849.24,60,41,0.0,0,2,1,0.0974,0.4057,1,19.601,2,0.1412,106.69,0,0.0796,5.5,0
34292.72,668,7.3,346403.36,48,36,0.0,0,1,0,2.4243,10.1014,0,30.671,3,0.1102,66.51,0,0.0951,31.44,0
23759.79,770,2.78,54128.69,120,38,9862.33,0,2,1,5.5278,2.2782,0,10.872,3,0.1372,20.85,0,0.0854,32.82,0
92156.68,709,0.32,41079.92,120,42,0.0,3,3,1,0.107,0.4458,1,7.833,1,0.1513,35.66,0,0.0584,0.0,0
38252.98,635,7.32,58380.57,36,52,11879.67,1,2,1,4.0929,1.5262,0,2.601,2,0.4172,85.17,3,0.157,27.63,0
49520.73,552,7.79,10752.81,24,32,5484.81,1,3,0,1.3812,0.2171,0,4.245,3,0.1774,54.39,0,0.0899,13.53,0
35046.51,595,0.63,70383.92,24,29,5327.33,2,3,1,2.3061,2.0083,0,21.316,3,0.3521,28.43,1,0.1553,15.35,0
98934.68,748,5.17,13907.31,48,65,5277.7,2,1,0,0.6739,0.1406,0,12.466,1,0.0784,34.55,2,0.059,17.16,0
78373.95,701,10.9,57830.9,120,24,3864.4,1,2,0,0.7688,0.7379,0,25.087,2,0.247,64.24,0,0.1107,4.88,0
42941.47,623,23.81,22356.13,120,46,3447.57,0,2,1,1.0884,0.5206,0,9.566,4,0.4086,39.11,1,0.1736,13.26,0
25618.15,798,5.15,19545.03,120,41,0.0,2,1,0,0.1831,0.7629,0,6.173,1,0.0629,33.37,0,0.0349,0.0,0
40505.32,625,4.39,103998.45,24,40,8554.87,2,1,1,3.1507,2.5675,0,4.156,2,0.1791,52.39,1,0.0837,28.26,0
67076.16,728,9.38,30798.56,12,23,5857.42,1,2,1,1.1581,0.4592,0,9.373,0,0.38,56.25,0,0.1028,4.36,0
54379.89,659,8.17,12146.71,60,66,0.0,4,3,0,0.0536,0.2234,0,15.796,5,0.4916,30.66,0,0.2061,10.94,0
52052.28,813,8.22,61920.77,36,38,71668.01,1,3,1,16.8077,1.1896,0,12.907,0,0.1603,146.61,1,0.0583,36.42,0
55074.07,707,1.63,14862.19,48,31,0.0,0,2,1,0.0648,0.2699,1,13.534,3,0.3888,36.75,0,0.1505,3.06,0
74409.43,644,12.33,79577.47,84,22,1988.07,0,0,0,0.5773,1.0695,0,7.73,1,0.0305,81.86,2,0.0431,0.0,0
47905.11,623,23.48,32515.26,120,21,10023.13,3,3,1,2.6736,0.6787,0,11.842,1,0.1188,13.16,0,0.0536,0.0,0
62787.26,638,3.56,14357.27,24,44,10365.6,2,2,1,2.036,0.2287,0,9.137,0,0.1918,88.24,1,0.0631,0.0,0
28486.75,574,8.94,56042.57,60,27,159909.04,3,3,0,67.8336,1.9673,0,10.93,5,0.3396,10.0,1,0.1715,33.79,0
199709.27,516,9.98,46109.49,12,34,10800.41,4,1,0,0.7044,0.2309,0,12.349,0,0.0225,35.58,0,0.0159,0.0,0
41935.05,667,12.84,8265.25,48,30,0.0,2,3,0,0.0473,0.1971,1,31.509,4,0.0862,52.3,0,0.1038,12.7,0
54829.09,591,1.39,31532.68,12,42,5755.05,0,0,0,1.3976,0.5751,0,5.987,1,0.2982,91.31,0,0.0935,4.71,0
66940.27,591,4.39,39904.97,84,41,4185.38,3,3,0,0.8934,0.5961,0,3.061,4,0.1769,20.15,0,0.1028,0.0,0
39107.33,632,14.49,38420.37,48,45,3031.75,0,3,0,1.1661,0.9824,0,11.217,5,0.1871,65.57,1,0.1336,6.95,0
49232.22,644,6.15,29141.62,24,45,17159.3,2,2,0,4.3245,0.5919,0,2.21,3,0.1003,15.3,0,0.0689,27.84,0
48904.34,640,3.25,53329.13,24,29,0.0,0,2,1,0.2617,1.0905,0,11.178,0,0.2027,78.02,0,0.06,0.0,0
29651.83,796,2.65,47563.06,60,22,4671.91,1,2,1,2.2757,1.6041,0,16.996,6,0.0723,85.55,0,0.1162,15.55,0
62393.99,699,10.67,33531.62,24,35,12544.53,1,2,0,2.5416,0.5374,0,6.374,0,0.1208,43.57,0,0.0355,0.35,0
19789.92,829,3.4,28179.95,36,42,6139.25,2,3,0,4.0644,1.424,0,25.605,2,0.1054,47.63,0,0.0757,21.94,0
128539.26,600,3.72,36180.52,12,38,9217.22,3,1,1,0.928,0.2815,0,2.815,3,0.1263,28.72,1,0.0834,7.05,0
75821.26,710,4.25,22194.41,36,21,0.0,0,1,1,0.0703,0.2927,1,3.373,3,0.383,25.42,1,0.1481,0.0,0
69669.46,605,4.36,16905.16,84,37,1068.39,2,1,1,0.2423,0.2426,1,31.987,3,0.4259,43.67,0,0.1751,22.31,0
18860.91,589,3.28,15827.89,12,25,0.0,2,2,1,0.2014,0.8392,0,5.368,1,0.2438,104.54,0,0.0794,0.68,0
31701.18,833,5.43,30791.43,84,37,0.0,2,1,0,0.2331,0.9713,1,25.636,5,0.0861,10.0,1,0.1204,0.73,0
105254.85,570,3.78,18816.2,24,47,6569.44,1,1,0,0.7919,0.1788,0,4.08,2,0.2338,72.07,0,0.0899,0.0,0
480788.51,439,0.85,29637.03,84,21,8860.32,2,3,0,0.2359,0.0616,0,15.298,0,0.1278,48.67,1,0.0522,22.93,0
94568.61,576,0.42,78007.63,12,53,3644.97,0,2,1,0.6605,0.8249,0,35.778,0,0.1484,29.16,0,0.0669,6.27,0
86709.51,459,3.25,28721.7,12,25,6489.01,2,2,0,0.9775,0.3312,0,7.848,2,0.0346,30.59,0,0.0432,0.0,0
